row_num,name,description,logic,sources,dtype,feature_family,leakage_risk
46,ft_pct_roll5,This team's own trailing 5-game average of free throw percentage.,"Trailing mean of ft_pct over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ft_pct,numeric,own_rolling,safe (known pre-game)
47,min_roll5,This team's own trailing 5-game average of minutes played.,"Trailing mean of min over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.min,numeric,own_rolling,safe (known pre-game)
48,fta_roll5,This team's own trailing 5-game average of free throws attempted.,"Trailing mean of fta over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fta,numeric,own_rolling,safe (known pre-game)
49,ftm_roll5,This team's own trailing 5-game average of free throws made.,"Trailing mean of ftm over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ftm,numeric,own_rolling,safe (known pre-game)
50,pf_roll5,This team's own trailing 5-game average of personal fouls.,"Trailing mean of pf over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.pf,numeric,own_rolling,safe (known pre-game)
51,pts_roll10,This team's own trailing 10-game average of points scored.,"Trailing mean of pts over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.pts,numeric,own_rolling,safe (known pre-game)
52,reb_roll10,This team's own trailing 10-game average of total rebounds.,"Trailing mean of reb over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.reb,numeric,own_rolling,safe (known pre-game)
53,oreb_roll10,This team's own trailing 10-game average of offensive rebounds.,"Trailing mean of oreb over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.oreb,numeric,own_rolling,safe (known pre-game)
54,dreb_roll10,This team's own trailing 10-game average of defensive rebounds.,"Trailing mean of dreb over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.dreb,numeric,own_rolling,safe (known pre-game)
55,ast_roll10,This team's own trailing 10-game average of assists.,"Trailing mean of ast over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ast,numeric,own_rolling,safe (known pre-game)
56,stl_roll10,This team's own trailing 10-game average of steals.,"Trailing mean of stl over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.stl,numeric,own_rolling,safe (known pre-game)
57,blk_roll10,This team's own trailing 10-game average of blocks.,"Trailing mean of blk over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.blk,numeric,own_rolling,safe (known pre-game)
58,tov_roll10,This team's own trailing 10-game average of turnovers.,"Trailing mean of tov over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.tov,numeric,own_rolling,safe (known pre-game)
59,plus_minus_roll10,This team's own trailing 10-game average of plus/minus.,"Trailing mean of plus_minus over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.plus_minus,numeric,own_rolling,safe (known pre-game)
60,fg_pct_roll10,This team's own trailing 10-game average of field goal percentage.,"Trailing mean of fg_pct over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fg_pct,numeric,own_rolling,safe (known pre-game)
61,fg3_pct_roll10,This team's own trailing 10-game average of 3-point percentage.,"Trailing mean of fg3_pct over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fg3_pct,numeric,own_rolling,safe (known pre-game)
62,ft_pct_roll10,This team's own trailing 10-game average of free throw percentage.,"Trailing mean of ft_pct over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ft_pct,numeric,own_rolling,safe (known pre-game)
63,min_roll10,This team's own trailing 10-game average of minutes played.,"Trailing mean of min over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.min,numeric,own_rolling,safe (known pre-game)
64,fta_roll10,This team's own trailing 10-game average of free throws attempted.,"Trailing mean of fta over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fta,numeric,own_rolling,safe (known pre-game)
65,ftm_roll10,This team's own trailing 10-game average of free throws made.,"Trailing mean of ftm over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ftm,numeric,own_rolling,safe (known pre-game)
66,pf_roll10,This team's own trailing 10-game average of personal fouls.,"Trailing mean of pf over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.pf,numeric,own_rolling,safe (known pre-game)
67,pts_roll20,This team's own trailing 20-game average of points scored.,"Trailing mean of pts over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.pts,numeric,own_rolling,safe (known pre-game)
68,reb_roll20,This team's own trailing 20-game average of total rebounds.,"Trailing mean of reb over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.reb,numeric,own_rolling,safe (known pre-game)
69,oreb_roll20,This team's own trailing 20-game average of offensive rebounds.,"Trailing mean of oreb over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.oreb,numeric,own_rolling,safe (known pre-game)
70,dreb_roll20,This team's own trailing 20-game average of defensive rebounds.,"Trailing mean of dreb over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.dreb,numeric,own_rolling,safe (known pre-game)
71,ast_roll20,This team's own trailing 20-game average of assists.,"Trailing mean of ast over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ast,numeric,own_rolling,safe (known pre-game)
72,stl_roll20,This team's own trailing 20-game average of steals.,"Trailing mean of stl over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.stl,numeric,own_rolling,safe (known pre-game)
73,blk_roll20,This team's own trailing 20-game average of blocks.,"Trailing mean of blk over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.blk,numeric,own_rolling,safe (known pre-game)
74,tov_roll20,This team's own trailing 20-game average of turnovers.,"Trailing mean of tov over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.tov,numeric,own_rolling,safe (known pre-game)
75,plus_minus_roll20,This team's own trailing 20-game average of plus/minus.,"Trailing mean of plus_minus over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.plus_minus,numeric,own_rolling,safe (known pre-game)
76,fg_pct_roll20,This team's own trailing 20-game average of field goal percentage.,"Trailing mean of fg_pct over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fg_pct,numeric,own_rolling,safe (known pre-game)
77,fg3_pct_roll20,This team's own trailing 20-game average of 3-point percentage.,"Trailing mean of fg3_pct over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fg3_pct,numeric,own_rolling,safe (known pre-game)
78,ft_pct_roll20,This team's own trailing 20-game average of free throw percentage.,"Trailing mean of ft_pct over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ft_pct,numeric,own_rolling,safe (known pre-game)
79,min_roll20,This team's own trailing 20-game average of minutes played.,"Trailing mean of min over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.min,numeric,own_rolling,safe (known pre-game)
80,fta_roll20,This team's own trailing 20-game average of free throws attempted.,"Trailing mean of fta over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fta,numeric,own_rolling,safe (known pre-game)
81,ftm_roll20,This team's own trailing 20-game average of free throws made.,"Trailing mean of ftm over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ftm,numeric,own_rolling,safe (known pre-game)
82,pf_roll20,This team's own trailing 20-game average of personal fouls.,"Trailing mean of pf over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.pf,numeric,own_rolling,safe (known pre-game)
83,home_away,Whether this team was the home or away team for this game.,NA,schedule.home_team_id / away_team_id,character,context,safe
84,rest_days,Days of rest this team had entering this game (0 = a back-to-back). NA for a team's first game of the season.,"Days since this team's previous game in the same season, minus 1.",schedule.game_date (lagged per team/season),numeric,context,safe
85,opp_rest_days,The opponent's rest_days for this same game.,NA,rest_days (opponent's row),numeric,context,safe
86,is_b2b,TRUE if this team is playing on zero days of rest (a back-to-back).,rest_days == 0,rest_days,logical,context,safe
87,opp_is_b2b,The opponent's is_b2b for this same game.,NA,opp_rest_days,logical,context,safe
88,is_3in4,TRUE if this game is the second of two games within 2 days with <=1 rest day between them (a proxy for 3-games-in-4-nights fatigue).,rest_days <= 1 AND the previous game's rest_days was also <= 1.,rest_days,logical,context,safe
89,opp_is_3in4,The opponent's is_3in4 for this same game.,NA,opp_rest_days,logical,context,safe
90,est_flight_time,Estimated flight time (hours) from this team's previous game city to this game's city.,Looked up from the travel-time reference table by previous-city -> current-city.,data_raw/external/nba_airport_flight_matrix.csv,numeric,context,safe
91,opp_est_flight_time,The opponent's est_flight_time for this same game.,NA,est_flight_time (opponent's row),numeric,context,safe
92,time_zone_shift,Number of timezones crossed from this team's previous game city to this game's city.,Looked up from the travel-time reference table.,data_raw/external/nba_airport_flight_matrix.csv,numeric,context,safe
93,opp_time_zone_shift,The opponent's time_zone_shift for this same game.,NA,time_zone_shift (opponent's row),numeric,context,safe
