row_num,name,description,logic,sources,dtype,feature_family,leakage_risk
33,reb_roll5,This team's own trailing 5-game average of total rebounds.,"Trailing mean of reb over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.reb,numeric,own_rolling,safe (known pre-game)
34,oreb_roll5,This team's own trailing 5-game average of offensive rebounds.,"Trailing mean of oreb over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.oreb,numeric,own_rolling,safe (known pre-game)
35,dreb_roll5,This team's own trailing 5-game average of defensive rebounds.,"Trailing mean of dreb over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.dreb,numeric,own_rolling,safe (known pre-game)
36,ast_roll5,This team's own trailing 5-game average of assists.,"Trailing mean of ast over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ast,numeric,own_rolling,safe (known pre-game)
37,stl_roll5,This team's own trailing 5-game average of steals.,"Trailing mean of stl over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.stl,numeric,own_rolling,safe (known pre-game)
38,blk_roll5,This team's own trailing 5-game average of blocks.,"Trailing mean of blk over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.blk,numeric,own_rolling,safe (known pre-game)
39,tov_roll5,This team's own trailing 5-game average of turnovers.,"Trailing mean of tov over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.tov,numeric,own_rolling,safe (known pre-game)
40,plus_minus_roll5,This team's own trailing 5-game average of plus/minus.,"Trailing mean of plus_minus over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.plus_minus,numeric,own_rolling,safe (known pre-game)
41,fg_pct_roll5,This team's own trailing 5-game average of field goal percentage.,"Trailing mean of fg_pct over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fg_pct,numeric,own_rolling,safe (known pre-game)
42,fg3_pct_roll5,This team's own trailing 5-game average of 3-point percentage.,"Trailing mean of fg3_pct over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fg3_pct,numeric,own_rolling,safe (known pre-game)
43,ft_pct_roll5,This team's own trailing 5-game average of free throw percentage.,"Trailing mean of ft_pct over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ft_pct,numeric,own_rolling,safe (known pre-game)
44,min_roll5,This team's own trailing 5-game average of minutes played.,"Trailing mean of min over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.min,numeric,own_rolling,safe (known pre-game)
45,fta_roll5,This team's own trailing 5-game average of free throws attempted.,"Trailing mean of fta over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fta,numeric,own_rolling,safe (known pre-game)
46,ftm_roll5,This team's own trailing 5-game average of free throws made.,"Trailing mean of ftm over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ftm,numeric,own_rolling,safe (known pre-game)
47,pf_roll5,This team's own trailing 5-game average of personal fouls.,"Trailing mean of pf over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.pf,numeric,own_rolling,safe (known pre-game)
48,pts_roll10,This team's own trailing 10-game average of points scored.,"Trailing mean of pts over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.pts,numeric,own_rolling,safe (known pre-game)
49,reb_roll10,This team's own trailing 10-game average of total rebounds.,"Trailing mean of reb over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.reb,numeric,own_rolling,safe (known pre-game)
50,oreb_roll10,This team's own trailing 10-game average of offensive rebounds.,"Trailing mean of oreb over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.oreb,numeric,own_rolling,safe (known pre-game)
51,dreb_roll10,This team's own trailing 10-game average of defensive rebounds.,"Trailing mean of dreb over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.dreb,numeric,own_rolling,safe (known pre-game)
52,ast_roll10,This team's own trailing 10-game average of assists.,"Trailing mean of ast over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ast,numeric,own_rolling,safe (known pre-game)
53,stl_roll10,This team's own trailing 10-game average of steals.,"Trailing mean of stl over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.stl,numeric,own_rolling,safe (known pre-game)
54,blk_roll10,This team's own trailing 10-game average of blocks.,"Trailing mean of blk over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.blk,numeric,own_rolling,safe (known pre-game)
55,tov_roll10,This team's own trailing 10-game average of turnovers.,"Trailing mean of tov over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.tov,numeric,own_rolling,safe (known pre-game)
56,plus_minus_roll10,This team's own trailing 10-game average of plus/minus.,"Trailing mean of plus_minus over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.plus_minus,numeric,own_rolling,safe (known pre-game)
57,fg_pct_roll10,This team's own trailing 10-game average of field goal percentage.,"Trailing mean of fg_pct over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fg_pct,numeric,own_rolling,safe (known pre-game)
58,fg3_pct_roll10,This team's own trailing 10-game average of 3-point percentage.,"Trailing mean of fg3_pct over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fg3_pct,numeric,own_rolling,safe (known pre-game)
59,ft_pct_roll10,This team's own trailing 10-game average of free throw percentage.,"Trailing mean of ft_pct over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ft_pct,numeric,own_rolling,safe (known pre-game)
60,min_roll10,This team's own trailing 10-game average of minutes played.,"Trailing mean of min over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.min,numeric,own_rolling,safe (known pre-game)
61,fta_roll10,This team's own trailing 10-game average of free throws attempted.,"Trailing mean of fta over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fta,numeric,own_rolling,safe (known pre-game)
62,ftm_roll10,This team's own trailing 10-game average of free throws made.,"Trailing mean of ftm over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ftm,numeric,own_rolling,safe (known pre-game)
63,pf_roll10,This team's own trailing 10-game average of personal fouls.,"Trailing mean of pf over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.pf,numeric,own_rolling,safe (known pre-game)
64,pts_roll20,This team's own trailing 20-game average of points scored.,"Trailing mean of pts over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.pts,numeric,own_rolling,safe (known pre-game)
65,reb_roll20,This team's own trailing 20-game average of total rebounds.,"Trailing mean of reb over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.reb,numeric,own_rolling,safe (known pre-game)
66,oreb_roll20,This team's own trailing 20-game average of offensive rebounds.,"Trailing mean of oreb over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.oreb,numeric,own_rolling,safe (known pre-game)
67,dreb_roll20,This team's own trailing 20-game average of defensive rebounds.,"Trailing mean of dreb over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.dreb,numeric,own_rolling,safe (known pre-game)
68,ast_roll20,This team's own trailing 20-game average of assists.,"Trailing mean of ast over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ast,numeric,own_rolling,safe (known pre-game)
69,stl_roll20,This team's own trailing 20-game average of steals.,"Trailing mean of stl over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.stl,numeric,own_rolling,safe (known pre-game)
70,blk_roll20,This team's own trailing 20-game average of blocks.,"Trailing mean of blk over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.blk,numeric,own_rolling,safe (known pre-game)
71,tov_roll20,This team's own trailing 20-game average of turnovers.,"Trailing mean of tov over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.tov,numeric,own_rolling,safe (known pre-game)
72,plus_minus_roll20,This team's own trailing 20-game average of plus/minus.,"Trailing mean of plus_minus over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.plus_minus,numeric,own_rolling,safe (known pre-game)
73,fg_pct_roll20,This team's own trailing 20-game average of field goal percentage.,"Trailing mean of fg_pct over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fg_pct,numeric,own_rolling,safe (known pre-game)
74,fg3_pct_roll20,This team's own trailing 20-game average of 3-point percentage.,"Trailing mean of fg3_pct over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fg3_pct,numeric,own_rolling,safe (known pre-game)
75,ft_pct_roll20,This team's own trailing 20-game average of free throw percentage.,"Trailing mean of ft_pct over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ft_pct,numeric,own_rolling,safe (known pre-game)
76,min_roll20,This team's own trailing 20-game average of minutes played.,"Trailing mean of min over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.min,numeric,own_rolling,safe (known pre-game)
77,fta_roll20,This team's own trailing 20-game average of free throws attempted.,"Trailing mean of fta over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.fta,numeric,own_rolling,safe (known pre-game)
78,ftm_roll20,This team's own trailing 20-game average of free throws made.,"Trailing mean of ftm over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.ftm,numeric,own_rolling,safe (known pre-game)
79,pf_roll20,This team's own trailing 20-game average of personal fouls.,"Trailing mean of pf over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_game_logs.pf,numeric,own_rolling,safe (known pre-game)
80,opponent_id,This game's opposing team's identifier.,NA,schedule.home_team_id / away_team_id,character,identifier,safe
81,home_away,Whether this team was the home or away team for this game.,NA,schedule.home_team_id / away_team_id,character,context,safe
82,rest_days,Days of rest this team had entering this game (0 = a back-to-back). NA for a team's first game of the season.,"Days since this team's previous game in the same season, minus 1.",schedule.game_date (lagged per team/season),numeric,context,safe
83,opp_rest_days,The opponent's rest_days for this same game.,NA,rest_days (opponent's row),numeric,context,safe
84,is_b2b,TRUE if this team is playing on zero days of rest (a back-to-back).,rest_days == 0,rest_days,logical,context,safe
85,opp_is_b2b,The opponent's is_b2b for this same game.,NA,opp_rest_days,logical,context,safe
86,is_3in4,TRUE if this game is the second of two games within 2 days with <=1 rest day between them (a proxy for 3-games-in-4-nights fatigue).,rest_days <= 1 AND the previous game's rest_days was also <= 1.,rest_days,logical,context,safe
87,opp_is_3in4,The opponent's is_3in4 for this same game.,NA,opp_rest_days,logical,context,safe
88,est_flight_time,Estimated flight time (hours) from this team's previous game city to this game's city.,Looked up from the travel-time reference table by previous-city -> current-city.,data_raw/external/nba_airport_flight_matrix.csv,numeric,context,safe
89,opp_est_flight_time,The opponent's est_flight_time for this same game.,NA,est_flight_time (opponent's row),numeric,context,safe
90,time_zone_shift,Number of timezones crossed from this team's previous game city to this game's city.,Looked up from the travel-time reference table.,data_raw/external/nba_airport_flight_matrix.csv,numeric,context,safe
91,opp_time_zone_shift,The opponent's time_zone_shift for this same game.,NA,time_zone_shift (opponent's row),numeric,context,safe
92,adv_oreb,Actual offensive rebounds (tracking data) recorded in this exact game.,NA,hoopR::nba_teamdashptreb(),numeric,raw_actual,"UNSAFE - this game's actual result, never use to predict this same game"
93,adv_dreb,Actual defensive rebounds (tracking data) recorded in this exact game.,NA,hoopR::nba_teamdashptreb(),numeric,raw_actual,"UNSAFE - this game's actual result, never use to predict this same game"
94,adv_reb,Actual total rebounds (tracking data) recorded in this exact game.,NA,hoopR::nba_teamdashptreb(),numeric,raw_actual,"UNSAFE - this game's actual result, never use to predict this same game"
95,adv_c_oreb,Actual contested offensive rebounds recorded in this exact game.,NA,hoopR::nba_teamdashptreb(),numeric,raw_actual,"UNSAFE - this game's actual result, never use to predict this same game"
96,adv_c_dreb,Actual contested defensive rebounds recorded in this exact game.,NA,hoopR::nba_teamdashptreb(),numeric,raw_actual,"UNSAFE - this game's actual result, never use to predict this same game"
97,adv_c_reb,Actual contested total rebounds recorded in this exact game.,NA,hoopR::nba_teamdashptreb(),numeric,raw_actual,"UNSAFE - this game's actual result, never use to predict this same game"
98,adv_reb_2pt_miss,Actual rebounds off a missed 2-point shot recorded in this exact game.,NA,hoopR::nba_teamdashptreb(),numeric,raw_actual,"UNSAFE - this game's actual result, never use to predict this same game"
99,adv_reb_3pt_miss,Actual rebounds off a missed 3-point shot recorded in this exact game.,NA,hoopR::nba_teamdashptreb(),numeric,raw_actual,"UNSAFE - this game's actual result, never use to predict this same game"
100,adv_reb_0_3,Actual rebounds grabbed 0-3 feet from the basket recorded in this exact game.,NA,hoopR::nba_teamdashptreb(),numeric,raw_actual,"UNSAFE - this game's actual result, never use to predict this same game"
101,adv_reb_3_6,Actual rebounds grabbed 3-6 feet from the basket recorded in this exact game.,NA,hoopR::nba_teamdashptreb(),numeric,raw_actual,"UNSAFE - this game's actual result, never use to predict this same game"
102,adv_reb_6_10,Actual rebounds grabbed 6-10 feet from the basket recorded in this exact game.,NA,hoopR::nba_teamdashptreb(),numeric,raw_actual,"UNSAFE - this game's actual result, never use to predict this same game"
103,adv_reb_10_plus,Actual rebounds grabbed 10+ feet from the basket recorded in this exact game.,NA,hoopR::nba_teamdashptreb(),numeric,raw_actual,"UNSAFE - this game's actual result, never use to predict this same game"
104,adv_oreb_roll5,This team's own trailing 5-game average of offensive rebounds (tracking data).,"Trailing mean of adv_oreb over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.oreb,numeric,own_rolling,safe (known pre-game)
105,adv_dreb_roll5,This team's own trailing 5-game average of defensive rebounds (tracking data).,"Trailing mean of adv_dreb over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.dreb,numeric,own_rolling,safe (known pre-game)
106,adv_reb_roll5,This team's own trailing 5-game average of total rebounds (tracking data).,"Trailing mean of adv_reb over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb,numeric,own_rolling,safe (known pre-game)
107,adv_c_oreb_roll5,This team's own trailing 5-game average of contested offensive rebounds.,"Trailing mean of adv_c_oreb over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.c_oreb,numeric,own_rolling,safe (known pre-game)
108,adv_c_dreb_roll5,This team's own trailing 5-game average of contested defensive rebounds.,"Trailing mean of adv_c_dreb over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.c_dreb,numeric,own_rolling,safe (known pre-game)
109,adv_c_reb_roll5,This team's own trailing 5-game average of contested total rebounds.,"Trailing mean of adv_c_reb over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.c_reb,numeric,own_rolling,safe (known pre-game)
110,adv_reb_2pt_miss_roll5,This team's own trailing 5-game average of rebounds off a missed 2-point shot.,"Trailing mean of adv_reb_2pt_miss over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_2pt_miss,numeric,own_rolling,safe (known pre-game)
111,adv_reb_3pt_miss_roll5,This team's own trailing 5-game average of rebounds off a missed 3-point shot.,"Trailing mean of adv_reb_3pt_miss over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_3pt_miss,numeric,own_rolling,safe (known pre-game)
112,adv_reb_0_3_roll5,This team's own trailing 5-game average of rebounds grabbed 0-3 feet from the basket.,"Trailing mean of adv_reb_0_3 over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_0_3,numeric,own_rolling,safe (known pre-game)
113,adv_reb_3_6_roll5,This team's own trailing 5-game average of rebounds grabbed 3-6 feet from the basket.,"Trailing mean of adv_reb_3_6 over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_3_6,numeric,own_rolling,safe (known pre-game)
114,adv_reb_6_10_roll5,This team's own trailing 5-game average of rebounds grabbed 6-10 feet from the basket.,"Trailing mean of adv_reb_6_10 over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_6_10,numeric,own_rolling,safe (known pre-game)
115,adv_reb_10_plus_roll5,This team's own trailing 5-game average of rebounds grabbed 10+ feet from the basket.,"Trailing mean of adv_reb_10_plus over the prior 5 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_10_plus,numeric,own_rolling,safe (known pre-game)
116,adv_oreb_roll10,This team's own trailing 10-game average of offensive rebounds (tracking data).,"Trailing mean of adv_oreb over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.oreb,numeric,own_rolling,safe (known pre-game)
117,adv_dreb_roll10,This team's own trailing 10-game average of defensive rebounds (tracking data).,"Trailing mean of adv_dreb over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.dreb,numeric,own_rolling,safe (known pre-game)
118,adv_reb_roll10,This team's own trailing 10-game average of total rebounds (tracking data).,"Trailing mean of adv_reb over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb,numeric,own_rolling,safe (known pre-game)
119,adv_c_oreb_roll10,This team's own trailing 10-game average of contested offensive rebounds.,"Trailing mean of adv_c_oreb over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.c_oreb,numeric,own_rolling,safe (known pre-game)
120,adv_c_dreb_roll10,This team's own trailing 10-game average of contested defensive rebounds.,"Trailing mean of adv_c_dreb over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.c_dreb,numeric,own_rolling,safe (known pre-game)
121,adv_c_reb_roll10,This team's own trailing 10-game average of contested total rebounds.,"Trailing mean of adv_c_reb over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.c_reb,numeric,own_rolling,safe (known pre-game)
122,adv_reb_2pt_miss_roll10,This team's own trailing 10-game average of rebounds off a missed 2-point shot.,"Trailing mean of adv_reb_2pt_miss over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_2pt_miss,numeric,own_rolling,safe (known pre-game)
123,adv_reb_3pt_miss_roll10,This team's own trailing 10-game average of rebounds off a missed 3-point shot.,"Trailing mean of adv_reb_3pt_miss over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_3pt_miss,numeric,own_rolling,safe (known pre-game)
124,adv_reb_0_3_roll10,This team's own trailing 10-game average of rebounds grabbed 0-3 feet from the basket.,"Trailing mean of adv_reb_0_3 over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_0_3,numeric,own_rolling,safe (known pre-game)
125,adv_reb_3_6_roll10,This team's own trailing 10-game average of rebounds grabbed 3-6 feet from the basket.,"Trailing mean of adv_reb_3_6 over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_3_6,numeric,own_rolling,safe (known pre-game)
126,adv_reb_6_10_roll10,This team's own trailing 10-game average of rebounds grabbed 6-10 feet from the basket.,"Trailing mean of adv_reb_6_10 over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_6_10,numeric,own_rolling,safe (known pre-game)
127,adv_reb_10_plus_roll10,This team's own trailing 10-game average of rebounds grabbed 10+ feet from the basket.,"Trailing mean of adv_reb_10_plus over the prior 10 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_10_plus,numeric,own_rolling,safe (known pre-game)
128,adv_oreb_roll20,This team's own trailing 20-game average of offensive rebounds (tracking data).,"Trailing mean of adv_oreb over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.oreb,numeric,own_rolling,safe (known pre-game)
129,adv_dreb_roll20,This team's own trailing 20-game average of defensive rebounds (tracking data).,"Trailing mean of adv_dreb over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.dreb,numeric,own_rolling,safe (known pre-game)
130,adv_reb_roll20,This team's own trailing 20-game average of total rebounds (tracking data).,"Trailing mean of adv_reb over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb,numeric,own_rolling,safe (known pre-game)
131,adv_c_oreb_roll20,This team's own trailing 20-game average of contested offensive rebounds.,"Trailing mean of adv_c_oreb over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.c_oreb,numeric,own_rolling,safe (known pre-game)
132,adv_c_dreb_roll20,This team's own trailing 20-game average of contested defensive rebounds.,"Trailing mean of adv_c_dreb over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.c_dreb,numeric,own_rolling,safe (known pre-game)
133,adv_c_reb_roll20,This team's own trailing 20-game average of contested total rebounds.,"Trailing mean of adv_c_reb over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.c_reb,numeric,own_rolling,safe (known pre-game)
134,adv_reb_2pt_miss_roll20,This team's own trailing 20-game average of rebounds off a missed 2-point shot.,"Trailing mean of adv_reb_2pt_miss over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_2pt_miss,numeric,own_rolling,safe (known pre-game)
135,adv_reb_3pt_miss_roll20,This team's own trailing 20-game average of rebounds off a missed 3-point shot.,"Trailing mean of adv_reb_3pt_miss over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_3pt_miss,numeric,own_rolling,safe (known pre-game)
136,adv_reb_0_3_roll20,This team's own trailing 20-game average of rebounds grabbed 0-3 feet from the basket.,"Trailing mean of adv_reb_0_3 over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_0_3,numeric,own_rolling,safe (known pre-game)
137,adv_reb_3_6_roll20,This team's own trailing 20-game average of rebounds grabbed 3-6 feet from the basket.,"Trailing mean of adv_reb_3_6 over the prior 20 games (current game excluded), via add_rolling_stats() in R/features_rolling.R.",team_rebounding_features.reb_3_6,numeric,own_rolling,safe (known pre-game)
